"","created_at","text","id"
"1005",2018-09-02 00:46:41,"“there’s no fairness here, if you’re a democrat or a friend of hillary you get immunity or off scott free. if you’re connected to donald trump, you get people like robert mueller &amp; andrew weissman, and his team of partisans, coming after you with a vengeance and abusing their....",1005
"1006",2018-09-01 22:55:29,"we shouldn’t have to buy our friends with bad trade deals and free military protection!",1006
"1007",2018-09-01 22:53:07,"make america great again!",1007
"1008",2018-09-01 22:51:29,"no deal! trade talks with canada conclude for the week with no agreement | breitbart https://t.co/87vi7oqopy via @breitbartnews",1008
"1009",2018-09-01 15:12:25,"....remember, nafta was one of the worst trade deals ever made. the u.s. lost thousands of businesses and millions of jobs. we were far better off before nafta - should never have been signed. even the vat tax was not accounted for. we make new deal or go back to pre-nafta!",1009
"1010",2018-09-01 15:03:28,"there is no political necessity to keep canada in the new nafta deal. if we don’t make a fair deal for the u.s. after decades of abuse, canada will be out. congress should not interfere w/ these negotiations or i will simply terminate nafta entirely &amp; we will be far better off...",1010
"1011",2018-09-01 13:27:05,"....donald trump, and now we find out that there wasn’t even a hearing - that donald trump’s 4th amendment right to privacy was signed away...and someone in there is swearing that this stuff is true, when it wasn’t? this is the scandal here - a police state.”  dan bongino",1011
"1012",2018-09-01 13:19:20,"“you have a fake dossier, gathered by steele, paid by the clinton team to get information on trump. the dossier is fake, nothing in it has been verified. it then filters into our american court system in order to spy on barrack obama and hillary clinton’s political opponent......",1012
"1013",2018-09-01 12:32:59,"....of the doj &amp; fbi are completely out to lunch in terms of exposing and holding those accountable who are responsible for that corruption.” @tomfitton @judicialwatch",1013
"1014",2018-09-01 12:26:58,"report: there were no fisa hearings held over spy documents.”it is astonishing that the fisa courts couldn’t hold hearings on spy warrants targeting donald trump. it isn’t about carter page, it’s about the trump campaign. you’ve got corruption at the doj &amp; fbi. the leadership....",1014
"1015",2018-09-01 11:21:41,"i love canada, but they’ve taken advantage of our country for many years!",1015
"1016",2018-09-01 11:19:04,"“i think today what has happened is that news reporting has become part of the adversary system.” alan dershowitz  it has become tainted and corrupt! djt",1016
"1017",2018-09-01 02:40:23,"still can’t believe that bloomberg violated a firm off the record statement. will they put out an apology?",1017
"1018",2018-09-01 02:36:57,"great day in north carolina where republicans will do very well!",1018
"1019",2018-09-01 02:35:28,"the abc/washington post poll was by far the least accurate one 2 weeks out from the 2016 election. i call it a suppression poll - but by election day they brought us, out of shame, to about even. they will never learn!",1019
"1020",2018-09-01 02:25:38,".@rasmussen_poll just came out at 48% approval rate despite the constant and intense fake news. higher than election day and higher than president obama. rasmussen was one of the most accurate election day polls!",1020
"1021",2018-09-01 00:01:21,"https://t.co/c79zlereoa",1021
"1022",2018-08-31 22:07:25,"“president donald j. trump is strengthening retirement security for american workers” https://t.co/ckeatukxde",1022
"1023",2018-08-31 18:37:04,"wow, i made off the record comments to bloomberg concerning canada, and this powerful understanding was blatantly violated. oh well, just more dishonest reporting. i am used to it. at least canada knows where i stand!",1023
"1024",2018-08-31 17:09:01,"i will be doing a major rally for senator ted cruz in october. i’m picking the biggest stadium in texas we can find. as you know, ted has my complete and total endorsement. his opponent is a disaster for texas - weak on second amendment, crime, borders, military, and vets!",1024
"1025",2018-08-31 01:50:40,"thank you indiana, i love you!
https://t.co/to6s9vimj1",1025
"1026",2018-08-30 19:59:32,"throwback thursday! #maga https://t.co/8slzita1l6",1026
"1027",2018-08-30 18:30:04,"kevin stitt ran a great winning campaign against a very tough opponent in oklahoma. kevin is a very successful businessman who will be a fantastic governor. he is strong on crime &amp; borders, the 2nd amendment, &amp; loves our military &amp; vets. he has my complete and total endorsement!",1027
"1028",2018-08-30 16:54:09,"cnn is working frantically to find their “source.” look hard because it doesn’t exist. whatever was left of cnn’s credibility is now gone!",1028
"1029",2018-08-30 13:49:51,"will be going to evansville, indiana, tonight for a big crowd rally with mike braun, a very successful businessman who is campaigning to be indiana’s next u.s. senator. he is strong on crime &amp; borders, the 2nd amendment, and loves our military &amp; vets. will be a big night!",1029
"1030",2018-08-30 13:39:00,"i am very excited about the person who will be taking the place of don mcgahn as white house counsel! i liked don, but he was not responsible for me not firing bob mueller or jeff sessions. so much fake reporting and fake news!",1030
"1031",2018-08-30 13:17:48,"the rigged russia witch hunt did not come into play, even a little bit, with respect to my decision on don mcgahn!",1031
"1032",2018-08-30 12:54:13,"wow, nellie ohr, bruce ohr’s wife, is a russia expert who is fluent in russian. she worked for fusion gps where she was paid a lot. collusion! bruce was a boss at the department of justice and is, unbelievably, still there!",1032
"1033",2018-08-30 11:56:28,"the only thing james comey ever got right was when he said that president trump was not under investigation!",1033
"1034",2018-08-30 11:44:28,"ivanka trump &amp; jared kushner had nothing to do with the so called “pushing out” of don mcgahn.the fake news media has it, purposely,so wrong! they love to portray chaos in the white house when they know that chaos doesn’t exist-just a “smooth running machine” with changing parts!",1034
"1035",2018-08-30 11:20:48,"the news from the financial markets is even better than anticipated. for all of you that have made a fortune in the markets, or seen your 401k’s rise beyond your wildest expectations, more good news is coming!",1035
"1036",2018-08-30 11:11:58,"i just cannot state strongly enough how totally dishonest much of the media is. truth doesn’t matter to them, they only have their hatred &amp; agenda. this includes fake books, which come out about me all the time, always anonymous sources, and are pure fiction. enemy of the people!",1036
"1037",2018-08-30 11:02:16,"what’s going on at @cnn is happening, to different degrees, at other networks - with @nbcnews being the worst. the good news is that andy lack(y) is about to be fired(?) for incompetence, and much worse. when lester holt got caught fudging my tape on russia, they were hurt badly!",1037
"1038",2018-08-30 10:50:20,"the hatred and extreme bias of me by @cnn has clouded their thinking and made them unable to function. but actually, as i have always said, this has been going on for a long time. little jeff z has done a terrible job, his ratings suck, &amp; at&amp;t should fire him to save credibility!",1038
"1039",2018-08-30 02:27:24,"watch: kanye west says trump wants to be the ‘greatest president’ for black americans https://t.co/ecxtzvnzeg via @breitbartnews",1039
"1040",2018-08-30 01:51:50,"...charge of the fisa court. he should direct the presiding judge, rosemary collier, to hold a hearing, haul all of these people from the doj &amp; fbi in there, &amp; if she finds there were crimes committed, and there were, there should be a criminal referral by her....” @greggjarrett",1040
"1041",2018-08-30 01:43:30,"“ohr told the fbi it (the fake dossier) wasn’t true, it was a lie and the fbi was determined to use it anyway to damage trump and to perpetrate a fraud on the court to spy on the trump campaign. this is a fraud on the court. the chief justice of the u.s. supreme court is in......",1041
"1042",2018-08-30 00:44:26,"“lanny davis admits being anonymous source in cnn report.” @bretbaier  oh well, so much for cnn saying it wasn’t lanny. no wonder their ratings are so low, it’s fake news!",1042
"1043",2018-08-29 22:43:49,"cnn is being torn apart from within based on their being caught in a major lie and refusing to admit the mistake. sloppy @carlbernstein, a man who lives in the past and thinks like a degenerate fool, making up story after story, is being laughed at all over the country! fake news",1043
"1044",2018-08-29 21:23:10,"...differences, they will be resolved in time by president trump and china’s great president xi jinping. their relationship and bond remain very strong.",1044
"1045",2018-08-29 21:23:10,"...of money on joint u.s.-south korea war games. besides, the president can instantly start the joint exercises again with south korea, and japan, if he so chooses. if he does, they will be far bigger than ever before. as for the u.s.–china trade disputes, and other...",1045
"1046",2018-08-29 21:23:09,"...considerable aid, including money, fuel, fertilizer and various other commodities. this is not helpful! nonetheless, the president believes that his relationship with kim jong un is a very good and warm one, and there is no reason at this time to be spending large amounts...",1046
"1047",2018-08-29 21:23:08,"statement from the white house

president donald j. trump feels strongly that north korea is under tremendous pressure from china because of our major trade disputes with the chinese government. at the same time, we also know that china is providing north korea with...",1047
"1048",2018-08-29 20:55:45,"#stopthebias https://t.co/xqz599iqzw",1048
"1049",2018-08-29 15:12:23,"how the hell is bruce ohr still employed at the justice department? disgraceful!  witch hunt!",1049
"1050",2018-08-29 14:56:38,"consumer confidence index, just out, is the highest in 18 years! also, gdp revised upward to 4.2 from 4.1. our country is doing great!",1050
"1051",2018-08-29 14:30:35,"white house counsel don mcgahn will be leaving his position in the fall, shortly after the confirmation (hopefully) of judge brett kavanaugh to the united states supreme court. i have worked with don for a long time and truly appreciate his service!",1051
"1052",2018-08-29 12:52:05,"martha mcsally is an extraordinary woman. she was a very talented fighter jet pilot and is now a highly respected member of congress. she is strong on crime, the border and our  under siege 2nd amendment. loves our military and our vets. has my total and complete endorsement!",1052
"1053",2018-08-29 12:41:38,"when you see “anonymous source,” stop reading the story, it is fiction!",1053
"1054",2018-08-29 12:40:05,"“anonymous sources are really starting to burn the media.” @foxnews the fact is that many anonymous sources don’t even exist. they are fiction made up by the fake news reporters. look at the lie that fake cnn is now in. they got caught red handed! enemy of the people!",1054
"1055",2018-08-29 12:23:18,"big election wins last night! the republican party will make america great again! actually, it is happening faster than anybody thought possible! it is morphing into keep america great!",1055
"1056",2018-08-29 12:18:10,"“hillary clinton and the dnc paid for information from the russian government to use against her government - there’s no doubt about that!” @tuckercarlson",1056
"1057",2018-08-29 12:12:38,"“the obama people did something that’s never been done...they spied on a rival presidential campaign. would it be ok if trump did it next? i am losing faith that our system is on the level. i’m beginning to think it is rotten &amp; corrupt. scary stuff obama did.” @tuckercarlson  doj",1057
"1058",2018-08-29 12:00:37,"not only did congressman ron desantis easily win the republican primary, but his opponent in november is his biggest dream....a failed socialist mayor named andrew gillum who has allowed crime &amp; many other problems to flourish in his city. this is not what florida wants or needs!",1058
"1059",2018-08-29 04:44:54,"martha mcsally, running in the arizona primary for u.s. senate, was endorsed by rejected senator jeff flake....and turned it down - a first! now martha, a great u.s. military fighter jet pilot and highly respected member of congress, wins big. congratulations, and on to november!",1059
"1060",2018-08-29 04:11:45,"hillary clinton’s emails, many of which are classified information, got hacked by china. next move better be by the fbi &amp; doj or, after all of their other missteps (comey, mccabe, strzok, page, ohr, fisa, dirty dossier etc.), their credibility will be forever gone!",1060
"1061",2018-08-29 02:26:35,"new poll - a majority of americans think that john brennan and james comey should have their security clearances revoked. not surprised! @foxnews",1061
"1062",2018-08-29 02:19:58,"our new trade deal with mexico focuses on farmers, growth for our country, tearing down trade barriers, jobs and having companies continue to pour back into our country. it will be a big hit!",1062
"1063",2018-08-29 01:21:59,"add the 2026 world cup to our long list of accomplishments!",1063
"1064",2018-08-29 01:16:58,"report just out: “china hacked hillary clinton’s private email server.” are they sure it wasn’t russia (just kidding!)? what are the odds that the fbi and doj are right on top of this? actually, a very big story. much classified information!",1064
"1065",2018-08-29 00:48:11,"congratulations to governor rick scott of florida on his conclusive republican primary win. he will be a great senator!",1065
"1066",2018-08-29 00:32:05,"such a fantastic win for ron desantis and the people of the great state of florida. ron will be a fantastic governor. on to november!",1066
"1067",2018-08-28 20:50:34,"https://t.co/h2fisvxyof",1067
"1068",2018-08-28 17:28:28,"“consumer confidence pops in august to highest level since october 2000” https://t.co/1gg5iotbna",1068
"1069",2018-08-28 15:02:51,"....results on “trump news” are from national left-wing media, very dangerous. google &amp; others are suppressing voices of conservatives and hiding information and news that is good. they are controlling what we can &amp; cannot see. this is a very serious situation-will be addressed!",1069
"1070",2018-08-28 15:02:49,"google search results for “trump news” shows only the viewing/reporting of fake news media. in other words, they have it rigged, for me &amp; others, so that almost all stories &amp; news is bad. fake cnn is prominent. republican/conservative &amp; fair media is shut out. illegal? 96% of....",1070
"1071",2018-08-28 14:21:08,"i smile at senators and others talking about how good free trade is for the u.s. what they don’t say is that we lose jobs and over 800 billion dollars a year on really dumb trade deals....and these same countries tariff us to death. these lawmakers are just fine with this!",1071
"1072",2018-08-28 09:57:51,"nasdaq has just gone above 8000 for the first time in history!",1072
"1073",2018-08-28 09:54:32,"“president trump has done more for minority groups in this country than any president in decades.”  @loudobbs",1073
"1074",2018-08-28 01:18:38,"vote for ron! https://t.co/80nshvq73u",1074
"1075",2018-08-27 22:07:50,".@flotus melania and i were honored to welcome the president of the republic of kenya, @ukenyatta and mrs. margaret kenyatta to the @whitehouse today! https://t.co/zu5movnkt8",1075
"1076",2018-08-27 22:07:45,"it was a pleasure having @firstladykenya at the @whitehouse today.  i enjoyed learning about @beyondzerokenya &amp; discussing our shared concerns for the well-being of children. #bebest https://t.co/mnrxal7f16",1076
"1077",2018-08-27 18:11:20,"united states-mexico trade agreement: https://t.co/e1azveypli https://t.co/zybht1pd8a",1077
"1078",2018-08-27 17:22:07,"governor doug ducey of arizona is doing a great job. it would be really nice to show your support tomorrow by voting for him in tuesdays primary. doug is strong on crime, the border, and our second amendment. loves our military &amp; our vets. he has my full and complete endorsement.",1078
"1079",2018-08-27 17:20:15,"congressman ron desantis is a special person who has done an incredible job. he is running in tuesdays primary for governor of florida….strong on crime, borders and wants low taxes. he will be a great governor and has my full and total endorsement!",1079
"1080",2018-08-27 17:19:20,"rick scott of florida is doing a fantastic job as governor. jobs are pouring into the state and its economic health is better than ever before. he is strong on crime, borders, and loves our military and vets. vote for rick on tuesday!",1080
"1081",2018-08-27 13:39:02,"a big deal looking good with mexico!",1081
"1082",2018-08-27 13:37:39,"the fake news media worked hard to get tiger woods to say something that he didn’t want to say. tiger wouldn’t play the game - he is very smart. more importantly, he is playing great golf again!",1082
"1083",2018-08-27 12:57:37,"thank you to the great @jimbrownnfl32, perhaps the greatest running back of all time, for your wonderful words and support. since our meeting in new york, african-american unemployment has reached the lowest level in history. you get it!",1083
"1084",2018-08-27 00:39:38,"over 90% approval rating for your all time favorite (i hope) president within the republican party and 52% overall. this despite all of the made up stories by the fake news media trying endlessly to make me look as bad and evil as possible. look at the real villains please!",1084
"1085",2018-08-26 22:01:33,"“mainstream media tries to rewrite history to credit obama for trump accomplishments. since president trump took office, the economy is booming. the stronger the economy gets, the more desperate his critics are. o had weakest recovery since great depression.” @washtimes",1085
"1086",2018-08-26 14:31:06,"fantastic numbers on consumer spending released on friday. stock market hits all time high!",1086
"1087",2018-08-26 14:27:16,"...and it will get, as i have always said, much better from even here! https://t.co/el26rzbjpg",1087
"1088",2018-08-26 14:25:47,"social media giants are silencing millions of people. can’t do this even if it means we must continue to hear fake news like cnn, whose ratings have suffered gravely. people have to figure out what is real, and what is not, without censorship!",1088
"1089",2018-08-26 14:24:17,"big story out that the fbi ignored tens of thousands of crooked hillary emails, many of which are really bad. also gave false election info. i feel sure that we will soon be getting to the bottom of all of this corruption. at some point i may have to get involved!",1089
"1090",2018-08-26 13:21:44,"....fisa abuse, christopher steele &amp; his phony and corrupt dossier, the clinton foundation, illegal surveillance of trump campaign, russian collusion by dems - and so much more. open up the papers &amp; documents without redaction? come on jeff, you can do it, the country is waiting!",1090
"1091",2018-08-26 13:21:41,"“department of justice will not be improperly influenced by political considerations.” jeff, this is great, what everyone wants, so look into all of the corruption on the “other side” including deleted emails, comey lies &amp; leaks, mueller conflicts, mccabe, strzok, page, ohr......",1091
"1092",2018-08-26 00:44:13,"my deepest sympathies and respect go out to the family of senator john mccain. our hearts and prayers are with you!",1092
"1093",2018-08-25 23:45:48,"stock market hit all time high on friday. congratulations u.s.a.!",1093
"1094",2018-08-25 13:22:28,"our relationship with mexico is getting closer by the hour. some really good people within both the new and old government, and all working closely together....a big trade agreement with mexico could be happening soon!",1094
"1095",2018-08-25 13:14:15,"“the fbi looked at less than 1%” of crooked’s emails!",1095
"1096",2018-08-25 13:11:28,"“the fbi only looked at 3000 of 675,000 crooked hillary clinton emails.” they purposely didn’t look at the disasters. this news is just out. @foxnews",1096
"1097",2018-08-25 13:05:42,"big story out that the fbi ignored tens of thousands of crooked hillary emails, many of which are really bad. also gave false election info. i feel sure that we will soon be getting to the bottom of all of this corruption. at some point i may have to get involved!",1097
"1098",2018-08-25 12:46:18,".@lindseygrahamsc  “every president deserves an attorney general they have confidence in. i believe every president has a right to their cabinet, these are not lifetime appointments. you serve at the pleasure of the president.”",1098
"1099",2018-08-25 12:36:33,"jeff sessions said he wouldn’t allow politics to influence him only because he doesn’t understand what is happening underneath his command position. highly conflicted bob mueller and his gang of 17 angry dems are having a field day as real corruption goes untouched. no collusion!",1099
"1100",2018-08-25 12:16:53,"michaels cohen’s attorney clarified the record, saying his client does not know if president trump knew about the trump tower meeting (out of which came nothing!). the answer is that i did not know about the meeting. just another phony story by the fake news media!",1100
"1101",2018-08-25 03:35:21,"happy birthday vince, you are truly one of the greats! https://t.co/b8zv5mfojy",1101
"1102",2018-08-25 02:13:13,"great #statedinner2018 in ohio tonight! together, we are making america great again! https://t.co/alu1phesvh",1102
"1103",2018-08-25 00:40:21,"great to see the senate working on solutions to end the secrecy around ridiculously high drug prices, something i called for in my drug pricing blueprint. will now work with the house to help american patients! #americanpatientsfirst",1103
"1104",2018-08-25 00:27:13,"congratulations to new australian prime minister scott morrison. there are no greater friends than the united states and australia!",1104
"1105",2018-08-25 00:20:53,"i spoke with governor david ige of hawaii today to express our full support for the people of hawaii as the state is impacted by #hurricanelane. the federal government is fully committed to helping the people of hawaii. https://t.co/p35yaaovik",1105
"1106",2018-08-24 23:26:02,"thank you. i love you ohio! https://t.co/rq9gj0setz",1106
"1107",2018-08-24 17:36:02,"...secretary pompeo looks forward to going to north korea in the near future, most likely after our trading relationship with china is resolved. in the meantime i would like to send my warmest regards and respect to chairman kim. i look forward to seeing him soon!",1107
"1108",2018-08-24 17:36:01,"...additionally, because of our much tougher trading stance with china, i do not believe they are helping with the process of denuclearization as they once were (despite the un sanctions which are in place)...",1108
"1109",2018-08-24 17:36:00,"i have asked secretary of state mike pompeo not to go to north korea, at this time, because i feel we are not making sufficient progress with respect to the denuclearization of the korean peninsula...",1109
"1110",2018-08-24 16:10:25,"https://t.co/0a25gapyj6",1110
"1111",2018-08-24 11:34:13,"social media giants are silencing millions of people. can’t do this even if it means we must continue to hear fake news like cnn, whose ratings have suffered gravely. people have to figure out what is real, and what is not, without censorship!",1111
"1112",2018-08-24 11:10:13,"ex-nsa contractor to spend 63 months in jail over “classified” information. gee, this is “small potatoes” compared to what hillary clinton did! so unfair jeff, double standard.",1112
"1113",2018-08-24 10:28:37,"....fisa abuse, christopher steele &amp; his phony and corrupt dossier, the clinton foundation, illegal surveillance of trump campaign, russian collusion by dems - and so much more. open up the papers &amp; documents without redaction? come on jeff, you can do it, the country is waiting!",1113
"1114",2018-08-24 10:17:34,"“department of justice will not be improperly influenced by political considerations.” jeff, this is great, what everyone wants, so look into all of the corruption on the “other side” including deleted emails, comey lies &amp; leaks, mueller conflicts, mccabe, strzok, page, ohr......",1114
"1115",2018-08-24 10:04:45,"our economy is setting records on virtually every front - probably the best our country has ever done. tremendous value created since the election. the world is respecting us again! companies are moving back to the u.s.a.",1115
"1116",2018-08-24 09:57:15,"target ceo raves about the economy. “this is the best consumer environment i’ve seen in my career.” a big statement from a top executive. but virtually everybody is saying this, &amp; when our trade deals are made, &amp; cost cutting done, you haven’t seen anything yet!  @drudge_report",1116
"1117",2018-08-24 04:21:37,"...and according to polls, would do even better today! https://t.co/nazqoifw6o",1117
"1118",2018-08-24 04:09:55,"“2020 odds: @realdonaldtrump favored more than every other challenger combined” via @secretsbedard @dcexaminer https://t.co/fuspnuhlgj",1118
"1119",2018-08-23 21:10:31,"...cindy has voted for our agenda in the senate 100% of the time and has my complete and total endorsement. we need cindy to win in mississippi!",1119
"1120",2018-08-23 21:10:30,".@cindyhydesmith has helped me put america first! she’s strong on the wall, is helping me create jobs, loves our vets and fights for our conservative judges...",1120
"1121",2018-08-23 19:21:04,"i have authorized an emergency disaster declaration to provide hawaii the necessary support ahead of #hurricanelane. our teams are closely coordinating with the state and local authorities. you are in our thoughts! https://t.co/lrhwbduavj",1121
"1122",2018-08-23 18:08:19,"it was my great honor to host the foreign investment risk review modernization act roundtable today at the @whitehouse! https://t.co/tjti7ddtzm",1122
"1123",2018-08-23 16:02:32,"https://t.co/6zg0p6frs5",1123
"1124",2018-08-23 15:39:43,"https://t.co/6v90th0zl1",1124
"1125",2018-08-23 13:44:47,"https://t.co/3pavddfjjr",1125
"1126",2018-08-23 05:10:08,"no collusion - rigged witch hunt!",1126
"1127",2018-08-23 02:28:45,"i have asked secretary of state @secpompeo to closely study the south africa land and farm seizures and expropriations and the large scale killing of farmers. “south african government is now seizing land from white farmers.” @tuckercarlson @foxnews",1127
"1128",2018-08-23 00:56:35,"the only thing that i have done wrong is to win an election that was expected to be won by crooked hillary clinton and the democrats. the problem is, they forgot to campaign in numerous states!",1128
"1129",2018-08-23 00:51:38,"i will be interviewed on @foxandfriends by @ainsleyearhardt tomorrow from 6:00 a.m. to 9:00 a.m.  enjoy!",1129
"1130",2018-08-23 00:46:53,"today, president trump welcomed the family of @usairforce tech. sgt. john a. chapman, medal of honor recipient, to the oval office, prior to the east room ceremony. l-r: chapman’s mother teresa chapman, daughter madison chapman, wife valerie nessel and daughter brianna chapman. https://t.co/bn51cyh7l5",1130
"1131",2018-08-22 23:01:24,"https://t.co/15ibbbf34u",1131
"1132",2018-08-22 22:24:57,"https://t.co/wycnmkkanr",1132
"1133",2018-08-22 20:07:29,"longest bull run in the history of the stock market, congratulations america!",1133
"1134",2018-08-22 20:05:05,"https://t.co/mjto0aflus",1134
"1135",2018-08-22 16:13:34,"https://t.co/ogqkufbehn",1135
"1136",2018-08-22 15:05:30,"everyone in the path of #hurricanelane please prepare yourselves, heed the advice of state and local officials, and follow @nwshonolulu for updates. be safe! https://t.co/kcwtl8uxni",1136
"1137",2018-08-22 13:52:33,"thank you to democrat assemblyman dov hikind of new york for your very gracious remarks on @foxandfriends for our deporting a longtime resident nazi back to germany! others worked on this for decades.",1137
"1138",2018-08-22 13:37:34,"michael cohen plead guilty to two counts of campaign finance violations that are not a crime. president obama had a big campaign finance violation and it was easily settled!",1138
"1139",2018-08-22 13:34:16,"a large number of counts, ten, could not even be decided in the paul manafort case. witch hunt!",1139
"1140",2018-08-22 13:21:29,"i feel very badly for paul manafort and his wonderful family. “justice” took a 12 year old tax case, among other things, applied tremendous pressure on him and, unlike michael cohen, he refused to “break” - make up stories in order to get a “deal.” such respect for a brave man!",1140
"1141",2018-08-22 12:44:08,"if anyone is looking for a good lawyer, i would strongly suggest that you don’t retain the services of michael cohen!",1141
"1142",2018-08-22 00:45:19,"thank you west virginia. i love you! https://t.co/k1oq98woh4",1142
"1143",2018-08-22 00:38:32,"making america great again! https://t.co/gzqp81bcle",1143
"1144",2018-08-21 21:32:31,"just landed in west virginia. big crowd, looking forward to seeing everyone soon! #maga",1144
"1145",2018-08-21 15:22:04,"join me tonight at the charleston civic center in west virginia at 7:00pme! tickets: https://t.co/ox8gghdmg9",1145
"1146",2018-08-21 14:56:31,"to the incredible people of the great state of wyoming: go vote today for foster friess - he will be a fantastic governor! strong on crime, borders &amp; 2nd amendment. loves our military &amp; our vets. he has my complete and total endorsement!",1146
"1147",2018-08-21 14:15:18,"bill deblasio, the high taxing mayor of nyc, just stole my campaign slogan: promises made  promises kept! that’s not at all nice. no imagination! @foxandfriends",1147
"1148",2018-08-21 11:57:19,"big rally tonight in west virginia. patrick morrisey is running a great race for u.s. senate. i have done so much for west virginia, against all odds, and having patrick, a real fighter, by my side, would make things so much easier. see you later. clean coal!!!!",1148
"1149",2018-08-21 11:41:46,"i am sorry to have to reiterate that there are serious and unpleasant consequences to crossing the border into the united states illegally! if there were no serious consequences, our country would be overrun with people trying to get in, and our system could not handle it!",1149
"1150",2018-08-21 11:10:49,"fake news, of which there is soooo much (this time the very tired new yorker) falsely reported that i was going to take the extraordinary step of denying intelligence briefings to president obama. never discussed or thought of!",1150
"1151",2018-08-21 10:55:03,"even james clapper has admonished john brennan for having gone totally off the rails. maybe clapper is being nice to me so he doesn’t lose his security clearance for lying to congress!",1151
"1152",2018-08-21 10:38:19,"a blue wave means crime and open borders. a red wave means safety and strength!",1152
"1153",2018-08-21 03:53:49,"i am hearing so many great things about the republican party’s california gubernatorial candidate, john cox. he is a very successful businessman who is tired of high taxes &amp; crime. he will make california great again &amp;  make you proud of your great state again. total endorsement!",1153
"1154",2018-08-21 03:40:49,"will be going to the great state of west virginia on tuesday night to campaign &amp; do a rally speech for a hard working and spectacular person, a.g. patrick morrisey, who is running for the u.s. senate. patrick has great energy &amp; stamina-i need his vote to maga. total endorsement!",1154
"1155",2018-08-21 02:06:08,"just watched former intelligence official phillip mudd become totally unglued and weird while debating wonderful @parisdennard over brennan’s security clearance. dennard destroyed him but mudd is in no mental condition to have such a clearance. should be revoked? @seanhannity",1155
"1156",2018-08-21 01:46:12,".@dianeharkey is an extraordinary woman of great accomplishment &amp; potential. she is running as a very popular republican for the congressional seat of my friend darrell issa-with his complete support. diane is strong on crime, loves our military &amp; vets-has my total endorsement!",1156
"1157",2018-08-20 23:49:27,"https://t.co/pef12d2iqj",1157
"1158",2018-08-20 17:14:59,"it is outrageous that poisonous synthetic heroin fentanyl comes pouring into the u.s. postal system from china. we can, and must, end this now! the senate should pass the stop act – and firmly stop this poison from killing our children and destroying our country. no more delay!",1158
"1159",2018-08-20 14:46:15,"“bruce ohr is at the center of false allegations which led to a multi-million dollar investigation into what apparently didn’t happen.” darrell issa, house oversight. we can take out the word “apparently.”  @foxnews",1159
"1160",2018-08-20 14:36:23,"will bruce ohr, whose family received big money for helping to create the phony, dirty and discredited dossier, ever be fired from the jeff sessions  “justice” department? a total joke!",1160
"1161",2018-08-20 14:23:57,"everybody wants to keep their security clearance, it’s worth great prestige and big dollars, even board seats, and that is why certain people are coming forward to protect brennan. it certainly isn’t because of the good job he did! he is a political “hack.”",1161
"1162",2018-08-20 14:13:19,"i hope john brennan, the worst cia director in our country’s history, brings a lawsuit. it will then be very easy to get all of his records, texts, emails and documents to show not only the poor job he did, but how he was involved with the mueller rigged witch hunt. he won’t sue!",1162
"1163",2018-08-20 11:48:12,"where’s the collusion? they made up a phony crime called collusion, and when there was no collusion they say there was obstruction (of a phony crime that never existed). if you fight back or say anything bad about the rigged witch hunt, they scream obstruction!",1163
"1164",2018-08-20 11:38:44,"....looking for trouble. they are enjoying ruining people’s lives and refuse to look at the real corruption on the democrat side - the lies, the firings, the deleted emails and soooo much more! mueller’s angry dems are looking to impact the election. they are a national disgrace!",1164
"1165",2018-08-20 11:28:45,"disgraced and discredited bob mueller and his whole group of angry democrat thugs spent over 30 hours with the white house councel, only with my approval, for purposes of transparency. anybody needing that much time when they know there is no russian collusion is just someone....",1165
"1166",2018-08-19 12:24:38,"study the late joseph mccarthy, because we are now in period with mueller and his gang that make joseph mccarthy look like a baby! rigged witch hunt!",1166
"1167",2018-08-19 12:14:44,"some members of the media are very angry at the fake story in the new york times. they actually called to complain and apologize - a big step forward. from the day i announced, the times has been fake news, and with their disgusting new board member, it will only get worse!",1167
"1168",2018-08-19 12:06:43,"the failing new york times wrote a story that made it seem like the white house councel had turned on the president, when in fact it is just the opposite - &amp; the two fake reporters knew this. this is why the fake news media has become the enemy of the people. so bad for america!",1168
"1169",2018-08-19 11:30:41,"no collusion and no obstruction, except by crooked hillary and the democrats. all of the resignations and corruption, yet heavily conflicted bob mueller refuses to even look in that direction. what about the brennan, comey, mccabe, strzok lies to congress, or crooked’s emails!",1169
"1170",2018-08-19 11:15:12,"....and have demanded transparency so that this rigged and disgusting witch hunt can come to a close. so many lives have been ruined over nothing - mccarthyism at its worst! yet mueller &amp; his gang of dems refuse to look at the real crimes on the other side - media is even worse!",1170
"1171",2018-08-19 11:01:47,"the failing @nytimes wrote a fake piece today implying that because white house councel don mcgahn was giving hours of testimony to the special councel, he must be a john dean type “rat.” but i allowed him and all others to testify - i didn’t have to. i have nothing to hide......",1171
"1172",2018-08-18 22:12:30,"i allowed white house counsel don mcgahn, and all other requested members of the white house staff, to fully cooperate with the special counsel. in addition we readily gave over one million pages of documents. most transparent in history. no collusion, no obstruction. witch hunt!",1172
"1173",2018-08-18 21:51:11,"the united states has ended the ridiculous 230 million dollar yearly development payment to syria. saudi arabia and other rich countries in the middle east will start making payments instead of the u.s. i want to develop the u.s., our military and countries that help us!",1173
"1174",2018-08-18 19:39:35,"https://t.co/tfrmza8rwq",1174
